flow_duration_sec,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,fwd_bwd_bytes_ratio,avg_packet_size,std_packet_size,avg_iat_usec,std_iat_usec,min_packet_size,max_packet_size,packets_per_second,bytes_per_second,fwd_pkt_ratio,avg_fwd_pkt_size,avg_bwd_pkt_size,tcp_flags_or,syn_count,protocol,label,label_id
9.656628067314916,151.1950986964492,126.6137985694236,135153.58000736905,117889.32595208987,1.2569261086594044,241.70730643017794,381.59296532019994,49023.14952406414,22301.739517969483,41.15896717865227,1096.4111441427954,32.61403899085269,29263.90840384037,0.5788099316476665,1000.7434844098818,943.5103613674768,24.479419121245478,0.9180244022455839,6.087136345885542,social,3
60.28208507808653,430.0093748056638,19111.122194311803,2680536.2252176786,113248155.70727529,0.021615216401318842,1199.7685897812337,120.82522599516543,3088.795858330708,3465.5756561504686,948.0156350089367,1431.5319226868614,326.9798759997423,2116380.6424466674,0.021229636324718058,6603.657942101403,6063.3362271270435,21.59100194496049,1.0056907782923934,5.642573148959437,download,5
123.36636976302839,2133.276718796097,70625.29359773727,9644903.087668598,313934662.46278393,0.035443242576391844,1367.509871866671,262.1310257923822,1225.6126434794683,1353.1834016187754,818.8554684347176,1536.4965901947419,603.7613473552194,2380037.178037104,0.03196816865485236,4323.868640050088,4293.3310661769665,24.954101894364577,0.9927121389295724,6.022984265875234,download,5
0.6039999386368147,7.373405441569652,2.9782736631456705,20071.508276165117,6553.630481708841,3.4000337793493225,164.2262798261951,363.73099107526133,50994.490200511005,48340.11930620979,40.363504615644246,911.737112883859,2.1050601635706996,50055.071517771314,0.8530128714030254,2865.3418413628174,2190.006340140438,26.225857896159457,0.9275653066667524,6.539738552557157,unknown,0
6.017331206075352,58.63638679804399,136.36938446444077,315.5338754920132,686.4131956194032,0.4746960614278013,460.13292912389176,484.18616384738283,38254.627080024715,39788.03160616872,36.654838390603175,1414.8205869242681,31.575055498603948,102.34636292318598,0.2922921968999807,5.365983602184894,5.174935542674294,24.586145045689978,0.9416670859525594,6.1608207687709236,social,3
27.66368602544733,14.990523055369138,1458.810418231588,245457.63955774097,25646541.399645265,0.010976265024037021,1098.6822914080801,510.3360374651892,15914.957675864902,20831.989803153174,40.3312952521022,1502.1014660372048,57.94743762274459,1059925.1831462143,0.010499716696552508,18852.134859927173,18365.168102034837,24.83547876115315,1.0097549156610293,5.841185176697442,video,1
0.10149555968518423,5.424330467833681,4.8829096927758355,940.9679952342415,757.410759463919,1.225643433315801,160.2883230511198,39.2141439090854,20035.367204744296,18775.526550993454,86.84993669508923,228.07361942450825,52.62132582550108,17976.68761525817,0.5527818080454588,204.23881373060797,135.96508988648193,0.0,0.0,16.647735234034766,voip,6
220.14717761796504,8337.349189421517,7510.199460620763,1185693.2285372904,1148364.9478672897,1.0329482214989547,106.79128810714968,102.87392518617014,17352.173974830042,21564.377476018224,41.89972001424155,310.45356579087365,70.44522054491927,11021.058198822098,0.5095273049537838,152.3604356055258,146.52774237070608,0.0,0.0,16.206031824729017,gaming,2
33.78696046485648,199.07093026002246,1687.3261270972785,2154318.4356804104,20105765.57685798,0.11309150402558704,845.8843782745902,571.8599738604004,10264.191061650305,8624.677492227056,37.02389520059767,1479.7690483033336,55.6101630582932,668340.4349179622,0.10168890296337514,11694.251301211649,11757.104949015647,24.11465369075064,0.9929622496569064,5.648105206307331,video,1
0.1067683779066801,4.045381959015838,5.78577912425088,464.79516738782155,512.6765120935163,0.9231096610043641,499.9270153561132,397.49140449906434,113036.05552324993,139561.3894763345,42.17423406356999,1279.9672496500011,8.96752253830175,2233.1827643556253,0.47023783385298634,111.7059318745353,87.55601981864582,25.10922674573467,0.981119137140277,6.018194076395006,other,7
